GeneID	Length	X1h_m1_t	X1h_m1_u	X1h_m2_t	X1h_m2_u	X1h_m3_t	X1h_m3_u	X6h_m1_t	X6h_m1_u	X6h_m2_t	X6h_m2_u	X6h_m3_t	X6h_m3_u
ENSMUSG00000097870	2655	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049556	4715	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111037	2300	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045620	1306	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000032911	11931	0	1	2	3	2	1	5	5	0	0	0	0
ENSMUSG00000110888	1536	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032733	4571	42	34	91	46	54	31	22	28	89	40	42	57
ENSMUSG00000111629	1000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110930	838	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032288	924	33	28	47	35	24	36	73	25	71	40	51	49
ENSMUSG00000055334	1391	21	22	39	29	45	29	13	18	27	13	27	40
ENSMUSG00000032290	4657	141	150	180	141	192	146	223	108	275	149	163	202
ENSMUSG00000074284	1466	7	2	4	5	7	2	0	3	5	4	2	0
ENSMUSG00000042557	5385	226	184	324	261	320	271	496	151	345	213	253	274
ENSMUSG00000086728	2157	10	5	5	2	6	4	17	2	4	0	2	14
ENSMUSG00000032295	7052	172	194	240	192	218	186	349	135	257	151	200	212
ENSMUSG00000032298	1871	22	25	45	28	38	29	48	8	50	24	34	28
ENSMUSG00000032299	2683	63	61	73	63	107	59	111	29	74	67	71	74
ENSMUSG00000100282	395	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070298	2701	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032300	5235	472	201	468	271	354	287	502	185	410	279	256	370
ENSMUSG00000111457	755	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066626	627	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000063849	5803	53	38	64	62	74	55	126	28	101	44	56	62
ENSMUSG00000040722	3707	27	13	15	11	8	6	0	3	8	10	15	14
ENSMUSG00000111380	594	0	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000111414	779	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074280	409	357	419	562	508	400	361	542	312	619	342	715	673
ENSMUSG00000062309	1423	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000000088	2101	220	276	309	257	251	194	357	242	453	212	422	373
ENSMUSG00000097445	2505	1	3	0	2	2	1	0	3	6	2	4	4
ENSMUSG00000032305	3087	46	43	53	30	37	47	36	27	38	31	42	44
ENSMUSG00000032306	3142	55	66	74	47	46	55	49	30	80	45	56	54
ENSMUSG00000040188	3238	232	222	272	232	254	178	342	128	282	161	273	254
ENSMUSG00000032308	4157	55	47	73	63	99	68	100	30	74	43	67	72
ENSMUSG00000039714	2953	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056271	1685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032312	3737	249	211	291	242	240	241	439	182	314	251	223	296
ENSMUSG00000032310	2013	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032315	2787	0	0	0	0	0	2	0	0	0	0	0	1
ENSMUSG00000038957	5804	97	96	151	125	144	97	198	66	113	85	135	128
ENSMUSG00000032316	8450	202	180	293	251	295	281	358	132	294	173	260	227
ENSMUSG00000091908	1106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004661	7976	72	88	108	91	115	98	143	46	118	59	74	102
ENSMUSG00000055720	2402	88	76	78	110	99	69	158	50	123	74	55	89
ENSMUSG00000038264	3298	15	12	24	45	55	37	26	5	38	9	22	25
ENSMUSG00000097604	2169	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032323	4804	1	0	0	1	0	0	0	0	0	0	2	1
ENSMUSG00000037716	5342	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086624	2799	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032327	5829	0	0	0	1	0	1	0	2	0	0	2	1
ENSMUSG00000085753	659	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037206	2686	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110969	148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051243	5921	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057818	1809	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036986	5571	213	214	574	682	392	338	372	163	547	250	284	456
ENSMUSG00000098886	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032333	3093	33	44	102	79	86	80	141	41	122	43	76	82
ENSMUSG00000032334	3297	0	0	9	2	4	2	4	3	3	1	3	4
ENSMUSG00000036244	1332	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100487	445	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097651	843	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066607	2331	0	0	0	1	1	0	4	0	7	0	0	1
ENSMUSG00000035914	3658	6	9	7	9	4	4	16	1	7	11	4	5
ENSMUSG00000103486	1031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032336	6168	625	526	747	613	739	586	1064	374	849	490	677	757
ENSMUSG00000074269	1277	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000093473	168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032338	6118	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032340	8716	28	19	52	19	58	43	65	21	43	20	38	40
ENSMUSG00000111846	531	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066592	534	1	2	0	1	1	0	0	0	0	0	0	1
ENSMUSG00000110789	1144	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025236	9609	115	85	137	128	140	106	191	65	162	90	122	124
ENSMUSG00000025235	6039	26	41	48	45	51	34	37	18	70	25	31	36
ENSMUSG00000025234	7707	530	588	828	681	832	630	893	331	861	535	687	806
ENSMUSG00000090516	475	32	25	35	32	49	29	28	28	36	22	21	38
ENSMUSG00000111852	1480	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049526	1704	10	25	28	34	26	26	30	5	42	18	40	33
ENSMUSG00000025232	1996	1771	1690	2374	1735	2039	1779	3024	1259	2874	1781	2427	2484
ENSMUSG00000032297	3621	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025237	7763	102	95	154	115	150	82	102	59	153	79	105	143
ENSMUSG00000032294	5001	4422	4975	9850	8535	7729	6692	7456	3192	7913	3783	5914	6190
ENSMUSG00000111394	3887	259	410	655	673	632	485	741	211	541	338	435	478
ENSMUSG00000074259	6138	0	0	1	0	1	0	0	0	2	0	2	1
ENSMUSG00000051705	3965	21	19	42	21	28	33	49	14	17	18	20	33
ENSMUSG00000039585	13034	256	328	354	330	481	364	584	234	538	296	376	408
ENSMUSG00000087239	487	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110803	1387	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085116	277	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111833	414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032292	3369	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084913	624	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084847	1246	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032289	13986	0	0	0	0	1	0	0	0	0	0	0	2
ENSMUSG00000088090	111	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111296	364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111065	1965	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088550	123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111761	2448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111809	488	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111667	595	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111512	1349	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047766	6310	18	25	27	11	29	15	46	18	37	5	18	30
ENSMUSG00000034839	2440	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095956	1828	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034485	5807	7	7	8	5	12	1	0	5	16	6	4	13
ENSMUSG00000052143	680	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111444	2201	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111290	1831	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111147	3468	0	0	0	0	0	1	3	0	0	0	0	0
ENSMUSG00000111180	960	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111169	3030	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111354	2150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111807	1845	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110998	1959	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111449	571	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111658	2678	0	0	0	0	0	0	11	0	0	0	0	0
ENSMUSG00000074256	1397	0	0	0	1	0	0	0	2	0	0	2	0
ENSMUSG00000032280	11653	282	164	318	214	455	303	516	149	350	283	242	381
ENSMUSG00000111033	719	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111635	396	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000111381	1652	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000111739	359	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110968	912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007892	499	689	691	713	723	644	637	1592	691	1201	639	1207	755
ENSMUSG00000032254	7901	11	8	12	6	5	3	30	3	10	7	5	14
ENSMUSG00000032278	3954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088743	93	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032252	6828	72	80	76	89	116	100	104	54	84	64	68	93
ENSMUSG00000092696	77	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110826	403	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111232	1205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088986	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046846	3042	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000111193	2731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032249	3166	435	272	591	410	408	309	438	213	418	282	363	349
ENSMUSG00000041729	5919	1	0	2	0	1	0	5	1	2	0	2	3
ENSMUSG00000084540	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032243	5131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111537	508	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032244	6785	374	416	532	520	623	552	662	214	632	326	510	509
ENSMUSG00000032245	2434	63	49	61	73	75	43	92	29	56	37	54	64
ENSMUSG00000074250	1347	0	0	1	1	1	1	7	3	4	2	2	1
ENSMUSG00000111805	397	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032246	3642	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000032405	6830	156	149	265	208	181	161	216	104	267	138	242	262
ENSMUSG00000064855	158	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111144	248	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111297	454	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094201	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022245	3796	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058444	3240	101	84	151	107	151	79	145	44	173	100	116	104
ENSMUSG00000032403	2000	14	12	28	21	28	13	5	25	33	24	10	20
ENSMUSG00000086539	6107	1	0	1	1	5	3	4	1	0	1	0	1
ENSMUSG00000037801	6914	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093137	142	0	0	0	0	2	1	0	0	0	0	0	0
ENSMUSG00000091866	910	1	1	0	4	0	0	0	0	0	1	0	1
ENSMUSG00000037257	5681	138	107	204	169	199	134	214	87	229	144	178	171
ENSMUSG00000032402	5542	29	11	46	33	40	33	24	18	26	22	20	23
ENSMUSG00000111137	605	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110768	538	15	13	24	12	21	23	19	5	21	11	24	14
ENSMUSG00000111058	938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036867	3205	18	21	42	28	28	17	84	42	61	35	44	46
ENSMUSG00000093616	355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088988	95	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093759	305	0	0	0	1	2	0	0	0	0	0	0	0
ENSMUSG00000032401	2604	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000032400	4283	12	3	9	2	2	3	27	7	17	5	2	6
ENSMUSG00000032399	2007	1177	1113	1446	1201	1320	1117	2473	907	1779	1069	1704	1633
ENSMUSG00000065752	68	4	0	1	0	0	0	7	0	0	0	0	0
ENSMUSG00000094411	99	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064918	70	4	2	2	1	1	4	0	2	3	1	1	4
ENSMUSG00000095868	99	1	2	2	0	4	4	0	1	0	2	2	3
ENSMUSG00000064514	71	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032398	1228	95	90	87	64	106	85	201	64	100	94	84	86
ENSMUSG00000004936	3391	587	603	1046	932	884	757	1119	437	1168	613	948	937
ENSMUSG00000093239	127	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111160	2457	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000035337	1162	0	0	0	0	0	2	0	0	4	0	0	1
ENSMUSG00000032397	1869	36	36	44	29	38	48	90	10	35	34	39	36
ENSMUSG00000088254	135	0	0	1	0	0	1	0	2	1	1	1	1
ENSMUSG00000032396	5458	63	118	107	70	103	91	152	62	82	76	116	99
ENSMUSG00000036466	11181	0	0	2	0	0	0	0	1	0	0	1	5
ENSMUSG00000004771	2992	341	365	416	368	369	340	560	264	601	309	506	459
ENSMUSG00000104953	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053641	16643	454	270	463	253	438	274	461	152	331	195	288	275
ENSMUSG00000089336	142	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034452	5213	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034263	3277	97	116	163	146	129	109	250	61	154	89	144	152
ENSMUSG00000093119	125	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033629	2709	217	184	280	199	218	174	381	148	300	172	268	275
ENSMUSG00000032393	13707	555	481	697	496	711	489	841	342	824	502	687	675
ENSMUSG00000111471	597	0	0	0	0	0	0	12	0	0	0	2	0
ENSMUSG00000032816	9481	0	3	1	1	1	2	0	0	0	0	0	4
ENSMUSG00000032394	3604	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000032392	3886	33	29	34	38	42	26	46	24	52	34	49	50
ENSMUSG00000095738	116	10	9	13	19	10	14	6	9	20	5	20	16
ENSMUSG00000095892	116	13	11	9	12	12	7	11	20	2	7	8	16
ENSMUSG00000042254	4252	0	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000015357	3494	99	90	159	135	146	114	169	72	140	106	156	179
ENSMUSG00000059571	388	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111712	723	0	1	1	0	1	0	0	0	0	0	0	2
ENSMUSG00000111725	724	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110913	187	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041837	2498	40	39	65	47	43	26	51	20	67	50	59	62
ENSMUSG00000086228	2528	7	5	7	4	6	1	7	4	22	4	8	6
ENSMUSG00000111092	941	1	5	8	1	2	4	0	1	4	0	1	5
ENSMUSG00000054978	2969	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041696	6568	0	5	2	1	0	2	0	0	2	4	5	4
ENSMUSG00000053862	709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059183	3655	47	31	46	47	43	38	49	41	44	23	52	40
ENSMUSG00000111722	791	1	1	3	0	0	0	8	1	2	2	1	0
ENSMUSG00000032388	3567	255	303	373	316	323	278	503	210	411	229	374	380
ENSMUSG00000066510	2616	26	20	53	50	85	47	31	16	53	45	34	66
ENSMUSG00000111818	690	32	14	35	27	49	56	55	22	76	42	71	65
ENSMUSG00000050721	5547	802	1058	1373	1329	1475	1274	1626	708	1603	1049	1447	1466
ENSMUSG00000041064	4388	0	0	0	0	0	0	0	4	3	1	0	1
ENSMUSG00000032387	2506	1	4	1	0	0	0	7	1	0	0	0	2
ENSMUSG00000040652	2990	87	89	143	98	104	72	210	46	140	87	116	106
ENSMUSG00000040524	8268	267	298	349	270	350	260	438	160	296	214	219	271
ENSMUSG00000032386	8394	173	170	245	201	287	191	349	101	268	196	251	232
ENSMUSG00000065387	113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079915	517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040204	4813	5	3	4	9	3	2	7	6	16	10	7	7
ENSMUSG00000065301	108	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000032384	15621	262	255	393	308	388	324	493	175	506	257	365	335
ENSMUSG00000077385	132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032383	3305	521	519	648	601	627	548	1022	366	741	453	701	614
ENSMUSG00000039452	2891	0	1	0	0	0	1	0	3	0	0	4	0
ENSMUSG00000032382	4339	658	532	978	751	833	588	1075	351	942	526	754	731
ENSMUSG00000032381	1240	298	228	340	262	312	237	518	198	361	239	344	354
ENSMUSG00000032380	4127	10	10	15	14	20	7	23	15	33	16	27	20
ENSMUSG00000038664	27464	934	799	1541	1413	1349	1113	1902	556	1929	873	1175	1485
ENSMUSG00000084437	102	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000100130	3157	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000050503	4035	11	4	6	4	6	4	0	8	0	6	1	9
ENSMUSG00000032376	6848	233	193	366	227	247	190	449	137	319	178	295	285
ENSMUSG00000086387	410	0	0	0	0	0	1	3	2	4	2	1	0
ENSMUSG00000032373	7597	4	2	12	27	6	19	15	1	3	0	6	10
ENSMUSG00000032375	5163	45	19	54	24	46	15	15	35	59	27	42	35
ENSMUSG00000074232	2036	0	0	1	0	0	2	4	0	0	0	2	1
ENSMUSG00000092131	1052	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000059237	633	2	4	3	5	5	4	17	1	4	9	1	5
ENSMUSG00000053040	5205	128	60	147	101	159	118	115	92	179	105	162	164
ENSMUSG00000091745	628	0	0	0	0	1	0	6	0	0	0	0	0
ENSMUSG00000036943	4733	917	680	1063	798	1094	754	1322	616	1327	905	1154	1111
ENSMUSG00000036781	816	261	197	332	242	262	231	276	154	355	185	370	273
ENSMUSG00000032370	2036	64	51	94	86	92	51	145	36	110	81	137	132
ENSMUSG00000089450	98	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032366	6485	193	175	238	158	275	172	327	119	261	127	241	250
ENSMUSG00000111825	3293	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088021	148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111556	1629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052698	18357	11	12	9	18	9	9	17	9	11	7	7	11
ENSMUSG00000076379	67	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111412	2401	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111819	405	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098937	64	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098446	79	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111272	688	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000055125	1519	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091956	1327	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047990	1395	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035284	16299	1982	1182	1982	1308	1814	1381	2575	1071	2330	1297	1725	1980
ENSMUSG00000111841	3796	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101345	372	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088810	130	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111562	499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096639	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111303	865	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088587	73	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111404	162	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032238	13071	100	87	133	109	135	101	190	40	107	48	86	85
ENSMUSG00000086648	557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032235	7736	67	65	72	51	78	49	67	47	130	57	86	95
ENSMUSG00000111621	262	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111484	841	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062874	801	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032231	3731	1989	1461	2254	1686	2238	1645	1938	888	1478	970	1501	1170
ENSMUSG00000093042	88	5	2	5	5	7	7	0	4	11	9	3	4
ENSMUSG00000086399	827	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111096	448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059246	2984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097623	2931	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111286	548	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101555	1569	0	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000011958	3455	524	461	659	513	615	480	929	369	717	457	678	665
ENSMUSG00000033543	4047	76	85	142	88	142	104	121	53	149	60	129	117
ENSMUSG00000032226	4301	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111176	2168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111043	396	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032224	4397	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077660	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032220	5704	409	665	685	747	831	693	881	308	661	391	561	463
ENSMUSG00000093763	60	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032218	1531	4	4	4	5	11	2	0	3	5	9	4	7
ENSMUSG00000032217	8849	387	274	437	349	456	395	826	203	552	372	387	443
ENSMUSG00000065202	113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088284	99	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094366	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064921	108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032212	11276	384	352	495	442	508	403	647	241	587	324	437	518
ENSMUSG00000042444	8600	403	288	570	396	568	361	598	222	645	342	473	494
ENSMUSG00000074213	1612	0	1	3	0	0	3	8	1	6	0	3	5
ENSMUSG00000054693	4913	571	395	633	439	611	442	1032	342	710	455	565	573
ENSMUSG00000032207	2150	2	0	3	2	2	2	0	0	3	1	0	1
ENSMUSG00000087744	82	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000096160	840	1	0	2	0	1	0	1	0	0	0	0	0
ENSMUSG00000111631	1723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032204	4143	5	15	7	6	13	11	65	15	10	7	17	10
ENSMUSG00000111618	703	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111429	2101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013584	2264	2	24	12	27	15	15	9	8	16	2	11	13
ENSMUSG00000111181	412	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032199	2424	256	255	359	294	334	256	566	175	406	241	378	379
ENSMUSG00000041361	5635	2	0	2	1	3	1	0	0	4	2	0	1
ENSMUSG00000111815	1306	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032232	7844	61	19	103	53	66	39	89	15	31	22	29	41
ENSMUSG00000099220	262	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104467	1732	3	1	3	1	6	2	6	2	6	0	6	7
ENSMUSG00000032228	15529	295	233	329	232	352	223	510	177	509	265	322	354
ENSMUSG00000102143	3203	10	1	15	8	37	12	43	10	18	10	15	12
ENSMUSG00000102939	2741	12	12	9	8	15	7	0	2	10	15	18	7
ENSMUSG00000098761	709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104107	1995	11	9	13	15	14	10	29	3	13	20	18	24
ENSMUSG00000099313	99	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104469	2299	20	7	20	13	35	16	13	9	35	8	20	30
ENSMUSG00000104078	2426	7	10	2	7	5	6	16	1	20	2	4	6
ENSMUSG00000104432	1644	8	6	18	10	14	6	21	9	12	6	6	9
ENSMUSG00000077821	90	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102874	2684	8	6	18	5	14	9	0	10	6	12	13	17
ENSMUSG00000098915	613	28	24	38	24	35	31	45	23	23	18	32	31
ENSMUSG00000084619	99	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099253	805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061390	379	2	2	2	0	2	0	2	3	0	0	2	3
ENSMUSG00000099020	432	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099190	510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098412	616	1	0	0	0	2	0	0	0	0	0	1	0
ENSMUSG00000089530	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098340	367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038535	19017	171	131	190	122	228	176	331	100	309	142	210	203
ENSMUSG00000098492	445	1	2	6	2	0	1	8	1	7	1	2	5
ENSMUSG00000098893	799	67	76	102	100	64	73	158	64	103	80	145	86
ENSMUSG00000102225	2006	6	7	14	4	15	9	10	2	13	9	1	20
ENSMUSG00000103133	1559	5	5	7	10	12	12	12	6	29	11	17	11
ENSMUSG00000103388	988	2	4	4	12	5	7	7	4	7	4	3	6
ENSMUSG00000097211	1867	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000102925	2754	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098959	1123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098801	529	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099019	517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032221	5363	2	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000103445	3247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098778	551	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090626	8798	12	7	15	9	12	12	13	5	19	16	4	8
