GeneID	Length	X1h_m1_t.sort.bam	X1h_m1_u.sort.bam	X1h_m2_t.sort.bam	X1h_m2_u.sort.bam	X1h_m3_t.sort.bam	X1h_m3_u.sort.bam	X6h_m1_t.sort.bam	X6h_m1_u.sort.bam	X6h_m2_t.sort.bam	X6h_m2_u.sort.bam	X6h_m3_t.sort.bam	X6h_m3_u.sort.bam
ENSMUSG00000048693	2491	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096158	423	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059411	1346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061210	1631	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108190	542	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033542	9977	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107861	628	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029736	2012	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029735	4603	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084325	1748	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107709	3758	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107465	746	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107920	781	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077146	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107598	433	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107953	145	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107845	897	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107904	703	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039419	10248	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107729	1229	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107858	3760	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108070	2213	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107643	2542	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108146	3681	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107779	2798	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108008	1405	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107414	1263	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107433	2264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108123	559	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107886	2162	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108055	3229	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107515	2386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089061	304	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107913	1955	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107606	3938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107571	2238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107782	2587	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108189	3186	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107712	4369	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107442	2530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089538	132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107454	2475	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079575	1441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107725	991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107532	448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108217	3750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107952	1134	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107853	964	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029686	4040	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052241	543	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029687	6678	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107628	190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108180	1583	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087897	77	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064945	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097255	379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065701	112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025823	2399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076060	77	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094557	333	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051499	5421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062519	11758	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107604	396	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025821	7663	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052763	3002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072653	6848	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045466	2968	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107824	874	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071477	3588	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108101	233	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092928	93	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057691	8041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097434	3257	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092888	200	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107875	1229	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108275	871	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042810	14064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093085	74	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068551	4255	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029797	15863	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107476	6973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095526	333	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044211	537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097716	794	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039347	2381	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073096	2913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118619	1773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009281	2656	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052730	1140	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107588	369	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052751	3975	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107789	434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007216	4244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107640	767	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053297	4306	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064262	3700	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108117	372	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051124	1642	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054435	1837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047867	3496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098715	989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043931	2325	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044867	3099	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090019	3073	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043505	4149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108298	1195	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107481	1031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039264	2577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108130	216	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107574	891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029810	2371	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023367	3810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107597	749	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108084	2194	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029811	3256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029813	2485	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089335	130	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068537	330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107943	484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107692	1246	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068536	2733	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108017	1090	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107656	628	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039215	2775	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107457	1523	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029816	6514	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107758	307	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029815	3777	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107990	601	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029814	8159	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107727	202	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029817	6945	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107962	1612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107916	565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050786	2421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047115	4537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023403	3237	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090624	824	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108266	746	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107982	273	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029819	566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107664	844	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108071	1954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038388	6254	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029821	12742	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029822	9021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077357	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063694	3404	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085776	1007	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099221	111	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029828	2378	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107447	372	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107418	2046	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108135	687	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107821	2044	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108016	712	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107740	660	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029831	812	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107672	1126	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107667	1810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107978	1954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118645	480	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107993	673	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107488	966	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108153	238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065505	99	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107619	2739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107660	1694	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108236	1102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029832	2973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004980	6584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029836	5992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038301	9300	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094528	77	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108145	3478	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059182	11357	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108244	435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085412	981	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081979	650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082781	269	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029844	2251	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087658	1025	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098537	125	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099068	214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098536	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098749	143	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014704	1775	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101298	752	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056445	3361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079560	6014	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087626	552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085696	2889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056468	3354	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101451	2015	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000942	1594	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038253	1877	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043219	874	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038236	2876	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038227	5580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065443	85	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000938	3270	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038210	2287	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086427	3073	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098717	96	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098435	187	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098969	91	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098683	233	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099270	204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099248	177	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102373	1243	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038203	2472	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098484	59	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099173	378	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055408	2879	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099229	361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098538	171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107463	728	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086126	3017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005503	2877	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059159	213	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084282	281	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107895	665	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108062	355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029776	10179	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107647	2683	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107813	3745	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064792	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108170	612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004535	9991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108036	301	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063568	2536	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081872	593	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089209	139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080759	540	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108028	1186	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107935	1299	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053007	25021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096147	164	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108004	2214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107984	757	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043496	5363	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108175	2065	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108255	2177	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094527	132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052955	1706	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108060	2720	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004633	5812	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087670	1996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080205	204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086946	3494	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073067	5566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045725	3157	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086040	7114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108081	2088	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019124	8613	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038074	4149	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005225	7005	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101651	373	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038065	5695	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108283	412	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058446	6176	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107841	3307	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038058	5079	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077501	129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002797	7745	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029777	3119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003476	5115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108285	665	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003477	1600	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038022	4785	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107766	429	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093878	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004655	2627	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004654	3487	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108228	3209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029778	6601	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104746	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037984	2150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108063	1092	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037973	3589	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002930	1757	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004347	20520	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106152	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096087	132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077682	132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091625	792	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029787	8590	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059486	4083	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108080	1607	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029781	3314	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029780	4250	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108260	672	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071893	3740	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108021	2984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090346	3393	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115701	8457	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093696	1219	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061208	1731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091541	6778	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115181	2084	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115236	2522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057981	6639	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093728	838	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064259	5315	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114982	7542	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115199	2021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093520	629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093621	889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115792	5813	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115644	2236	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091382	14362	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115799	2255	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115253	3709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093398	853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093535	2564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108112	1552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037826	6022	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092903	317	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029798	9292	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107627	253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104204	2842	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043162	3573	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097656	217	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062190	3020	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037788	9821	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115343	1793	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107431	2727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077717	129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093530	502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115091	3674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093376	997	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093541	289	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115507	1901	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115668	1101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107678	134	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048697	4600	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071419	438	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093382	3452	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093666	4630	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093560	1172	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107530	105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093743	894	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093708	259	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107521	227	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093731	876	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071428	3115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093522	926	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115705	11160	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091734	4727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093547	369	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093702	915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095670	2005	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107518	164	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093461	925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107960	275	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093747	430	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115404	2115	0	0	0	0	0	0	0	0	0	0	0	0
